<<<<<<< HEAD
mS7vKWTt,알수없음,2024-08-12,(롱ver)아이보리,one size,정사이즈예요,보통이에요,화면과 비슷해요,157.0,50.0,55,여름이라 덥고 해서 나시를 알아보고 있었는데 셔링까지 들어간 제품이라니 제 눈을 현혹하더라구요! 빠른 배송으로 받았는데 원단도 보들보들하고 좋았어요 다만 패드가 좀 작아서.. 밑가슴까지는 잘 안가려져서 밑가슴 가리려고 밑으로 내리면 부유방 커버까지는 잘 안되더라구요 😢
3747262616,알수없음,2024-08-12,(롱ver)아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,159.0,53.0,55,캡비침이 없는 흰 나시를 찾았는데 결론적으로 조금 비침이 있었어요! 단독으로 못입을 정도는 아니지만 캡이 있는 곳은 천이 두겹이고 나머지는 한겹이라서 조금은 신경이 쓰였습니다! 롱버전도 키가 작은(159) 저에게 딱 배꼽선 밑즈음까지 와서 빼입하기 딱 괜찮은 길이었습니다! 급하게 시켰는데 직진배송 역시 빨라서 좋았어요!
GC9RJLOZ,알수없음,2024-08-12,(롱ver)코발트블루,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,159.0,50.0,55,"엄청 더웠는데 속옷안입고도 입을수 있어서 편해요. 사진에서는 어둡게 나왔지만 색 쨍한데, 너무 밝지않은 파랑이라 저렴한느낌 안나요. 75A~75B 왔다갔다 하는 사람기준
가슴 편했고, 밑가슴까지 받쳐주는건 아닌데 모양이 자연스러웠어요!"
감자감자공주,알수없음,2024-08-10,(롱ver)아이보리,one size,정사이즈예요,보통이에요,화면과 비슷해요,160.0,49.0,55,"남방걸칠때나 가디건걸칠때 기본템나시로 샀습니다 두개째구요 속옷 따로 안챙겨입는게 너무 편해요

보풀이 좀 빨리 일어나긴하는디 가성비 괜찮고 핏도 괜찮아서 감안하고 삽니다 겨울빼고는 다 입는거같아여 보풀 또 생기면 구매하러 와야겠어요 최고의 기본템"
2TzQQxi1,상위 25%,2024-08-09,그레이,one size,정사이즈예요,보통이에요,화면과 비슷해요,160.0,45.0,44,아이보리로 샀다가 너무 마음에 들어서 그레이로 또 샀습니당 아이보리 써보니까 보풀은 나긴 나더라구요.. 그래도 캡 안비치고 가슴모양도 자연스러워보이고 기장은 배꼽이 안가려지는 정도입니당
fy5wvztB,상위 30%,2024-08-09,(롱ver)아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,163.0,47.0,44,안에 맨날 받쳐입어요ㅠㅠ올해 잘산템 저렴해서 한철입고 버릴줄 알았는데 계속 셔츠 살안타 가디건들이랑 입고 단추 열고 다니며 입게됨 그리고 젤 좋은게 세탁 돌려도 패드 잘 안빠지고 안 돌아다녀서 좋아요
CJIuqPu3,상위 15%,2024-08-08,(롱ver)아이보리,one size,정사이즈예요,보통이에요,화면과 비슷해요,171.0,67.0,66,"이너로 입으려고 샀는데 처음엔 캡도 안 비치고 딱 맞아서 너무 좋았어요…
사진 속 상의가 굉장히 얇아서 안에 입어줬는데 자연스럽고 넘 맘에 들었구요
근데 한 번 입고 돌렸더니 캡이 완전 돌아가버려서
다시 돌려놓으려고 해도 잘 돌아가지도 않구
입었더니 가슴 모양이 완전 이상해져서 이제 못 입을 것 같아요..ㅠ
박음질 되어있는 것도 내주시먄 좋을 것 같아요.."
olOXsTHJ,알수없음,2024-08-08,(롱ver)아이보리,one size,정사이즈예요,보통이에요,화면과 비슷해요,158.0,50.0,66,"패드가 있는 부분은 양쪽으로 이중천에 그 사이가 패드라 패드 모양은 안비쳐서 좋아요 ! 대신 배 부분은 한겹이라 살이 비칩니다. 이게 윗부분은 흰색, 배부터는 살색이라 이중톤이 되더라구요…? 단독으류 입기엔 이상해서 그냥 이너용이나 셔츠안에 숨겨입습니다… 너무 편하규 좋지만 편한만큼 브라 기능은 못하는 점 ㅠㅠ"
OW3lzzA8,상위 5%,2024-08-07,아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,163.0,48.0,44,"단독으로도 입을 수 있는 캡 내장 나시 찾고 몇번이
실패 후 드디우 원하던 걸 찾았어요! 화이트라서 캡 내장 나시들이 다 캡들이 비쳐서 단독으로 못 입고 이너용으로만 착용 가능했는데 이 나시는 단독으로 입어도 캡 1도 안비쳐여! 두개나 삿네요! 여러번 세탁하몀 보풀 생길 것 같긴 한데 손빨래 하면 괜찮겠죠?! 너무 맘에듬! 가격도 착하고 가성비 굿굿"
KRJAkho8,상위 25%,2024-08-06,(롱ver)크림,one size,정사이즈예요,보통이에요,화면과 비슷해요,159.0,48.0,44,"흰색 괜찮아서 검정색도 샀어요 !!!
크롭 기장 보단 롱기장이 더 좋았고 캡이 가슴을 잘 잡아줘요! 그대신 시간지나면 조금 올라가긴 하는데 와이어 없어서 그건 어쩔 수 없다 생각해용
재질은 보풀 좀 잘 일어나서 몇번 입으면 버려야해욥
특히 흰색 !! 전 그래도 흰 베이지 검정 하나씩 다 샀어용 ㅎㅎ"
fk9s******,알수없음,2024-08-06,아이보리,one size,정사이즈예요,보통이에요,화면과 비슷해요,160.0,45.0,44,이거 두세번은 구매한것같습니다!! 더러우지면 계속 구매하고..ㅎ 안쪽에 있는 딱딱한거 세탁기 돌리면 안되는 것같더라고요!! 이부분만 주의해서 빨래하면 엄청 오래 사용가능하고 특히 재질이 너무 좋아서 입기가 좋습니다!!ㅎㅎ
WRT1vllP,알수없음,2024-08-05,(롱ver)아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,175.0,60.0,55,끈이 끊어질까봐 걱정됐는데 생각보다 튼튼하고 편해요. 세탁하면 패드가 돌아가서 맞추기 조금 어렵지만 브라자를 따로 입지 않아도 돼서 굳. 75A인데도 헐렁하지 않고 딱 핏되게 예뻐유~
2uD6A4YT,알수없음,2024-08-04,(롱ver)블랙,one size,정사이즈예요,보통이에요,화면과 비슷해요,155.0,44.0,55,일반적으로 볼수있는 나시티예요 부드러우나 몇번 빨면 보풀 등에 의해 못입을거같아요 입으면 부유방이 감쳐줘 좋아요일단 배송이 안내받은 것에 비해 매우 빨리 와서 좋았습니다!! 쇼핑몰에서 안내하는 날에 비해 빨리 받을수있다고 생각하면 좋을거 같아요
N4H1gKC8,상위 5%,2024-08-04,(롱ver)아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,169.0,53.0,55,"다른 후기들처럼 가슴이 언더붑이 되더라고요ㅠㅠ 그리고 캡이 너무 안 잡아주길래 저는 따로 누브라 하고 입었습니다! 누브라랑 입으니까 안정적으로 입을 수 있었습니다. 가슴이 조금 있는 분들은 누브라 같이 착용하고 입는다고 생각하는게 좋을거 같아요

가슴쪽은 괜찮은데 배쪽은 정말 얇았습니다 그래서 배가 살짝 비추는 느낌?? 살짝 있었어요
그리고 세탁망에 넣어서 한번 빨았더니 아주 사알짝 보풀이 생길것 처럼 됐어요

가디건 안 입고 단독으로도 잠깐 입었었는데 친구가 이쁘다고 하네요!"
태탱,알수없음,2024-08-04,(롱ver)백멜란지,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,166.0,53.0,55,배송도 빠르고 나시 여기저기 찾아봤는데 구매후기도 많고 가격도 착해서 구매해봤는데 편하고 좋습니당! 더운 여름에 이거 한개 입으면 짱!
태탱,알수없음,2024-08-04,(롱ver)블랙,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,166.0,53.0,55,"배송도 빠르고, 나시 편한거 찾을려고 여기저기 찾아봤는데 여기가 가격도 좋고 리뷰도 많아서 구매했는데 완전 만족!더운 여름 너무 편하고 좋습니다아!!!"
Ms5b1SQM,알수없음,2024-08-03,아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,161.5682302771855,51.50699677072121,55,"동남아 해외여행가서 나시 원피스 안에 입으려고 샀어요. 스트랩리스 탑브라를 사야하나 해서 주문했는데 너무 꽉 쫑기고 숨쉬기도 힘들었는데, 이 제품은 면이라서 부드럽고 편했어요. 여동생 추천으로 같은제품 2개 주문했습니다~^^"
qqD71zxV,알수없음,2024-08-03,아이보리,one size,정사이즈예요,보통이에요,화면과 비슷해요,160.0,48.0,44,"여행가서 편하게 잘 입었습니다!
역시 나시 하나에 셔츠 걸쳐 입기에는 편하네요.
디자인도 괜찮은데, 좀 길이가 짧은 편인거같아요!
(숏버전이라 배꼽이 까꿍합니다!🤗) 아무튼 이쁘긴해요"
VPem4ovB,상위 1%,2024-08-02,(롱ver)블랙,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,164.0,45.0,44,"화이트 구매하고 너무 만족해서 블랙도 하나 구매했어요
겉으로 브라캡 모양이 티가 나거나 비치지 않아서 단독으로 입기도 좋고 
안에 가슴 닿는 부분은 두겹?이어서 가슴에 땀이 좀 나지만..; 퀄리티가 높아서 좋아여!!!
다만 옆구리 셔링때매 롱기장이어도 배꼽위까지 올라와서 아쉬워요ㅜㅜ"
klch***,알수없음,2024-08-02,(롱ver)아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,155.0,48.0,44,작년에 여기 블랙 컬러 탑이랑 다른 브랜드 화이트 컬러 탑을 하나씩 샀는데 1년이 지난 지금 여기 블랙 탑만 살아남았어요 … ㅋㅋ 세탁기 막 돌려도 웬만하면 멀쩡하고 안에 있는 캡도 손상이 심하지 않아서 좋아요! 그래서 화이트로 재구매 해요 ㅎㅎ
u5ypYObF,알수없음,2024-08-01,(롱롱ver)블랙,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,159.0,50.0,44,"올초에 해외여행가면서 화이트 구매하고 맘에 들어서
또 샀네요 블랙으로 롱롱 사이즈 나와서 좋아요
애 낳고 짧은거 입는게 너무 부담이었는데
긴버전으로 나와서 샀더니 딱 좋아요
막입기 편하고 부드러워요
옆에 셔링도 포인트되고 너무 좋습니다"
2yhM0PaC,상위 5%,2024-08-01,아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,158.0,43.0,44,옆 셔링덕분에 핏이 너무 이쁘고 재질도 부드러워서 이번 여름 제 교복이 되었습니다.. 처음에 하나만 사보자 하고 샀는데 계속 입고 다니게 돼서 한달만에 다시 구매한.. 이 나시에 셔츠 코디하면 간단하지만 너무 이쁜 코디가 돼서 셔츠도 계속 사게돼요.. 이뻐서 텅장되게 만든 상품입니다!
6x2TnQ6K,알수없음,2024-07-31,(롱ver)블랙,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,158.0,46.0,44,"부드럽고 캡도 자연스러워서 완전 만족합니다
더운 날에 잘 입었어요!
다만 땀이 많이 난 날엔 가슴부분 피부가 자극되는 느낌을 받았고 캡의 앞뒤 구분이 딱히 없어서 뭐가 제대로 된 건지 헷갈렸어용
그래도 이 가격에 이 정도 퀄리티라면 내년 여름에 또 사러 올 것 같아요~!"
abc5****,알수없음,2024-07-31,아이보리,one size,정사이즈예요,별로예요,화면과 비슷해요,163.0,47.0,44,"속옷 대신 착용할 이너 찾다가 저렴해서 구입했어용
내장 캡 티도 잘 안 나고 너무나도 편합니다
다만 당연한 말이겠지만 가격에 따른 퀄리티는 어쩔 수 없나봅니다ㅠㅠ 3번 정도 입으니 어깨 끈이 끊어지려고 하네오"
krY81cLw,상위 5%,2024-07-30,(롱롱ver)아이보리,one size,정사이즈예요,보통이에요,화면과 비슷해요,170.0,60.0,66,동남아 여행 가는데 입으려고 얇은 티 하나 구매했습니당~ 얇고 좋네요 속옷 안 입어도 되는게 제일 좋아요 ㅋㅋ (캡이 좀 단단해서? 원래 사이즈보다 살짝 커보이기도 하는 듯 ㅎ) 흰색은 무난해서 겉옷 상관없이 잘 어울리구 비치지도 않아용 👍 재질이 완전 짱짱해서 잘 늘어나요 사진은 옷이 말려서 좀 짧아보이는데 실제로는 길어요 제가 키가 큰 편인데 저랑 비슷한 키이신 분들은 롱롱말고 롱 사셔두 괜찮으실 듯합니당~
사필귀정앙딱정,알수없음,2024-07-30,(롱ver)아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,155.0,41.0,44,아이보리 롱 말고 아이보리 기본 버젼 너무 잘 입고 다녀서 이번엔 롱으로 주문해봤어요! 확실히 기본 보단 길어서 배꼽을 넘습니다🥺 기본 버젼은 배꼽까지라 살짝 올라와서 크롭 블르유스 같은 구 입으면 좀 올라와서 당황쓰였거든요 넘 좋아요 영원히 팔아주세오!!!
연두색메로나,상위 25%,2024-07-30,아이보리,one size,정사이즈예요,보통이에요,화면과 비슷해요,163.0,52.0,55,"퀄리티 좋아요 
다만 부유방을 완벽하게 커버하지는 못하네요 (제 몸무게 문제일수도..) 하이웨이스트랑 입으셔야 하구요
브라캡 내장되어 있어서 브라 안해도 됩니다 (비침x)
다만 이상한 냄새가 나서 별 하나 빼요"
RmyIxyQ2,알수없음,2024-07-29,(롱ver)아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,161.0,52.0,55,여름에 진짜 필수템…너무 잘 입고 있어요. 근데 3번 정도 빨면 보풀이 일어나고 색깔도 약간 변색 되는 거 같아요ㅜㅜ 흰색이 심한 거 같고 나머지는 괜찮았어요. 그래도 다른곳 나시 다 입어봐도 이런 핏이 안 나와서 항상 여기꺼 구매해요..!
Cpkjk17m,상위 10%,2024-07-29,(롱ver)아이보리,one size,정사이즈예요,보통이에요,화면과 비슷해요,154.0,48.0,55,"작년에 여행갈 때 잘 입어서 재구매 했어요!
여름이라 속옷이 답답할 때 캡나시 입으니 좋더라구요, 다만 잘 받쳐주지는 못하고 부들부들해서 좋은데 보풀이 잘 생겨요ㅠ
왼쪽 블랙은 기본이고 화이트는 롱버전 입니당"
Cpkjk17m,상위 10%,2024-07-29,블랙,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,154.0,48.0,55,"작년에 여행갈 때 잘 입어서 재구매 했어요!
여름이라 속옷이 답답할 때 캡나시 입으니 좋더라구요, 다만 잘 받쳐주지는 못하고 부들부들해서 좋은데 보풀이 잘 생겨요ㅠ
왼쪽 블랙은 기본이고 화이트는 롱버전 입니당"
fsvGW6ne,알수없음,2024-07-29,(롱롱ver)블랙,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,164.0,63.0,55,"✔️구매 이유 : 세련된 도시여자 하고 싶어서(?) ㅋㅋㅋ 저한테는 도전이었는데 많이 하고 계시더라구요 그래서 더 뿌듯했어요 

✔️ 길이: 전 롱롱 스타일했는데 배꼽 안 보여서 여기저기 쓸 수 있겠다 싶었어요. 치마나 바지에 넣어입을 때는 크롭이 편할 거 같긴 해요 

✔️ 구매 포인트 : 부유방이 많아서 나시를 못입겠더라구요 근데 이건 안 보이게 해주고 패드도 들어있고 흰색인데 비치지 않아서 편할 거 같았어요 그리고 실제 그랬습니다 넘나 만족해요 가격도 시중에 0.7! 

✔️살짝 셔링이 잡혀서 뱃살은 가리는데 가슴은 커보이는 와우 매직 효과☀️ 나만 알고 싶은 곳이에요"
8C89i9Od,알수없음,2024-07-29,(롱ver)크림,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,156.0,47.0,44,"이 나시 색상별로 쟁이는 중이에욥! 유교걸로서,, 허리 숙여도 가슴 안 보이게끔 잡아주는 거 너무 좋고 여름에 브라 차기 너무 힘들잖아요 ㅜㅜ 브라 안 차도 돼서 넘넘넘 좋아요 가슴 모양도 예쁘게 잡아줍니다!"
iY7wS9V5,알수없음,2024-07-28,코발트블루,one size,작아요,아주 만족해요,화면과 비슷해요,165.0,67.0,55,퀄리티 무엇..!! 질도 너무 좋고 컬러가 너무 예뻐요ㅠㅠ 흠뻑쇼에 입으려고 산건데 그냥 평소에도 입을 수 있을 정도로 퀄리티와 컬러입니다! 다만 바스트가 있는 사람은 조금 작다 느껴질 수 있어요! 하지만 신축성이 좋아서 무리는 전혀 없습니다! 저는 내장 컵으로 바스트 커버가 안되어서 브레지어 입고 입을거라 안에 내장컵은 그냥 빼버렸어요!
